path,offset,duration,recording_id,snippet_id
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,540,60,30,1750
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,1140,60,30,1760
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,1260,60,30,1762
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,2220,60,30,1778
/home/jasonhideki/songscape/www/recordings/recordings/2206150947580744016009.wav,3420,60,30,1798
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,240,60,31,1805
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,900,60,31,1816
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,1560,60,31,1827
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,3180,60,31,1854
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580830016016.wav,3480,60,31,1859
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,180,60,32,1864
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1320,60,32,1883
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1740,60,32,1890
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,1860,60,32,1892
/home/jasonhideki/songscape/www/recordings/recordings/2306150947580744016009.wav,2700,60,32,1906
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,420,60,33,1928
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,1140,60,33,1940
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,2460,60,33,1962
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,2520,60,33,1963
/home/jasonhideki/songscape/www/recordings/recordings/3003150734580220016335.wav,3540,60,33,1980
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,1320,60,34,2003
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,1560,60,34,2007
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,2520,60,34,2023
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,3000,60,34,2031
/home/jasonhideki/songscape/www/recordings/recordings/2206150947581675016011.wav,3480,60,34,2039
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,300,60,35,2046
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,900,60,35,2056
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,2340,60,35,2080
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,3180,60,35,2094
/home/jasonhideki/songscape/www/recordings/recordings/2703150838580324016018.wav,3360,60,35,2097
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,540,60,36,2110
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,660,60,36,2112
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,720,60,36,2113
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,2040,60,36,2135
/home/jasonhideki/songscape/www/recordings/recordings/2509150807580830016122.wav,2640,60,36,2145
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,300,60,37,2166
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,480,60,37,2169
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,1500,60,37,2186
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,1800,60,37,2191
/home/jasonhideki/songscape/www/recordings/recordings/0204150737580220016335.wav,3420,60,37,2218
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,480,60,38,2229
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1860,60,38,2252
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1920,60,38,2253
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,1980,60,38,2254
/home/jasonhideki/songscape/www/recordings/recordings/1709150821580830016122.wav,2100,60,38,2256
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,720,60,39,2293
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1080,60,39,2299
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1140,60,39,2300
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1200,60,39,2301
/home/jasonhideki/songscape/www/recordings/recordings/0404150847580324016018.wav,1320,60,39,2303
